DeployID,Ptt,0-30,30-60,60-90,90-120,120-300,300-600,600-1200,1200-1800,1800-2700,2700-3600,3600-5400,5400-7200,7200-10800,>10800
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,0,0,0,0,0,2,0,4,1,1,0,0,0,0
42599,42599,0,0,1,0,0,0,0,1,1,1,0,0,1,0
42599,42599,2,1,0,0,0,0,5,3,3,0,0,0,0,0
42599,42599,2,1,0,0,0,0,7,2,2,0,0,0,0,0
42599,42599,4,0,0,0,0,0,0,1,0,0,1,1,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42599,42599,4,0,0,0,0,1,1,0,0,2,1,0,0,0
42599,42599,3,0,0,0,0,0,0,0,0,0,0,1,1,0
42599,42599,1,0,0,0,0,0,0,0,0,1,0,0,1,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42599,42599,0,0,0,0,0,0,1,1,1,1,1,0,0,0
42599,42599,0,0,0,1,0,0,1,1,0,2,0,0,0,0
42599,42599,0,0,1,1,2,2,6,1,3,0,0,0,1,0
42599,42599,5,0,0,0,0,1,0,4,3,0,0,0,0,0
42599,42599,4,0,0,0,0,0,1,1,5,0,0,0,0,0
42599,42599,2,2,0,0,1,0,3,1,1,1,0,1,0,0
42599,42599,1,0,0,0,0,0,1,2,1,0,2,0,0,0
42599,42599,4,1,0,0,0,2,4,4,0,0,1,0,0,0
42599,42599,1,0,0,0,0,0,2,2,0,1,1,0,0,0
42599,42599,1,0,0,1,1,0,0,0,0,0,2,1,0,0
42599,42599,1,0,0,0,0,0,0,2,1,0,2,0,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,5,0,0,0,0,2,6,1,1,1,0,0,0,0
42599,42599,2,0,0,0,0,0,1,3,3,1,0,0,0,0
42599,42599,5,0,0,0,1,0,3,3,1,1,0,0,0,0
42599,42599,0,0,0,0,0,2,0,0,0,0,0,0,0,0
42599,42599,0,0,0,0,0,0,0,0,1,1,0,0,0,1
42599,42599,7,0,0,0,0,4,6,3,1,0,0,0,0,0
42599,42599,1,0,0,0,0,2,3,0,1,0,0,1,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,1,0,0,0,0,0,0,0,0,0,3,0,0,0
42599,42599,3,0,0,0,0,0,0,0,0,0,0,0,0,1
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599,42599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,0,0,1,1,0,0,0,1,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42600,42600,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42600,42600,0,0,0,0,1,0,0,0,0,1,1,1,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,2,0
42600,42600,2,0,0,0,0,0,0,0,2,1,0,0,1,0
42600,42600,0,0,0,0,0,0,0,1,1,2,1,0,0,0
42600,42600,4,0,0,0,0,0,3,2,0,1,0,0,0,0
42600,42600,3,0,0,0,0,0,0,0,0,0,2,0,0,0
42600,42600,7,0,0,0,0,0,0,0,0,1,1,0,0,0
42600,42600,11,0,0,0,0,1,0,0,0,1,0,1,1,0
42600,42600,5,0,0,0,0,0,0,0,1,0,0,0,0,1
42600,42600,44,1,0,1,0,0,2,0,0,1,0,1,0,0
42600,42600,63,0,1,1,2,0,1,0,0,0,0,0,1,0
42600,42600,63,0,0,0,0,0,0,0,0,0,0,1,0,0
42600,42600,5,1,0,0,0,0,0,1,0,0,0,1,1,0
42600,42600,6,1,0,0,0,0,0,0,0,0,0,1,1,0
42600,42600,9,0,1,0,0,0,0,1,0,0,0,0,1,0
42600,42600,10,0,0,0,1,0,0,0,2,0,0,0,1,0
42600,42600,7,1,0,0,1,0,0,1,1,1,1,0,1,0
42600,42600,9,3,0,0,1,2,2,0,2,2,0,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,2,0
42600,42600,4,0,0,0,0,0,0,0,0,0,0,0,1,0
42600,42600,73,6,1,0,0,1,0,0,0,0,0,0,0,0
42600,42600,14,1,0,0,0,0,0,0,0,0,0,2,0,0
42600,42600,11,1,0,1,1,2,0,2,1,0,1,0,0,0
42600,42600,6,0,0,0,0,0,0,0,0,0,0,0,1,0
42600,42600,2,0,0,1,0,1,3,0,0,0,0,0,1,0
42600,42600,6,0,0,0,0,0,0,1,0,1,0,0,1,0
42600,42600,9,0,0,1,1,1,0,1,2,0,1,0,0,0
42600,42600,6,0,1,0,1,0,3,1,1,1,1,0,0,0
42600,42600,5,0,0,1,4,3,5,2,0,1,0,0,0,0
42600,42600,2,0,0,1,3,0,3,0,3,0,1,0,0,0
42600,42600,6,0,0,0,0,1,0,0,1,1,1,1,0,0
42600,42600,4,0,0,0,0,1,4,0,1,0,0,0,1,0
42600,42600,0,0,1,0,1,4,1,3,2,0,0,0,0,0
42600,42600,1,0,1,0,0,1,3,2,1,1,1,0,0,0
42600,42600,0,0,0,0,2,0,1,0,1,0,0,0,1,0
42600,42600,5,0,0,0,0,0,0,0,0,0,0,0,2,0
42600,42600,4,0,0,0,0,0,0,0,0,0,0,1,0,1
42600,42600,2,0,0,0,1,3,0,0,0,0,3,0,0,0
42600,42600,1,0,0,0,0,0,0,0,0,0,1,2,0,0
42600,42600,2,0,0,0,0,0,0,0,0,1,0,2,0,0
42600,42600,3,0,0,0,0,0,0,0,0,0,1,1,0,1
42600,42600,3,0,0,0,0,0,0,0,1,3,0,0,1,0
42600,42600,2,0,0,0,0,1,0,0,0,3,1,0,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42600,42600,0,0,0,0,0,0,1,1,0,1,0,0,1,0
42600,42600,3,0,0,0,0,0,1,0,1,4,0,0,0,0
42600,42600,3,0,0,0,0,0,0,0,0,0,3,0,0,0
42600,42600,3,0,0,0,0,0,0,0,0,0,0,2,0,0
42600,42600,3,0,0,0,0,0,0,0,1,0,3,0,0,0
42600,42600,3,0,0,0,0,3,2,1,1,0,1,1,0,0
42600,42600,0,0,0,0,0,2,1,1,1,1,1,1,0,0
42600,42600,0,0,0,0,3,2,1,1,3,0,1,0,0,0
42600,42600,0,0,0,0,0,0,1,0,2,2,0,0,0,0
42600,42600,0,0,0,0,1,0,1,2,1,1,0,0,0,0
42600,42600,0,0,0,0,0,0,0,1,0,1,1,0,1,0
42600,42600,0,0,0,0,0,0,0,1,2,0,1,1,0,0
42600,42600,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42600,42600,2,0,0,0,2,2,4,0,2,0,1,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,9,3,0,0,0,0,1,4,0,1,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,3,0,0,0,0,0,3,1,0,1,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,7,0,0,0,0,2,1,3,3,0,0,0,0,0
42601,42601,8,0,0,0,0,0,3,5,2,0,0,0,0,0
42601,42601,3,0,0,0,0,0,2,2,2,0,0,0,0,0
42601,42601,7,0,0,0,0,0,0,1,3,0,1,0,0,0
42601,42601,0,1,0,1,1,0,1,0,0,0,3,0,0,0
42601,42601,0,0,0,0,0,0,0,0,1,0,1,0,1,0
42601,42601,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42601,42601,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42601,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42601,42601,0,0,0,0,1,2,0,0,0,1,0,0,0,0
42601,42601,1,0,0,0,0,0,0,1,0,0,0,0,1,0
42601,42601,0,0,0,0,0,0,1,2,2,1,0,0,0,0
42601,42601,5,0,0,1,2,0,5,2,1,1,1,0,0,0
42601,42601,7,2,1,0,0,0,0,1,6,0,0,0,0,0
42601,42601,0,0,0,0,0,0,0,0,2,1,1,0,0,0
42601,42601,5,0,0,0,0,1,2,0,1,0,0,0,1,0
42601,42601,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,1,0,0,3,2,0,1,0,0,0
42602,42602,0,0,0,0,1,1,0,2,3,1,0,0,0,0
42602,42602,0,0,0,1,1,1,2,1,0,0,2,0,0,0
42602,42602,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42602,42602,0,0,0,0,0,2,0,1,0,1,1,1,0,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42602,42602,0,1,0,0,0,0,0,0,0,0,1,0,0,1
42602,42602,7,0,0,0,0,0,0,8,0,0,1,0,0,0
42602,42602,5,1,1,0,1,0,0,2,3,1,0,0,0,0
42602,42602,3,0,0,0,0,0,1,1,2,0,0,0,1,0
42602,42602,0,0,0,0,0,0,0,1,3,2,0,0,0,0
42602,42602,1,0,0,1,1,0,0,0,5,0,1,0,0,0
42602,42602,5,0,0,0,0,1,0,2,5,0,0,0,0,0
42602,42602,4,0,0,0,0,1,0,1,1,0,0,0,0,1
42602,42602,0,2,0,0,1,0,1,2,3,0,1,0,0,0
42602,42602,4,0,0,0,2,2,1,1,1,1,2,0,0,0
42602,42602,1,0,0,0,4,3,5,1,3,0,0,0,0,0
42602,42602,5,1,0,1,10,4,6,2,1,0,0,0,0,0
42602,42602,0,1,0,1,6,3,7,3,1,0,0,0,0,0
42602,42602,3,0,1,0,9,2,7,1,1,0,0,0,0,0
42602,42602,14,0,0,1,8,12,2,1,0,0,1,0,0,0
42602,42602,26,2,0,0,3,16,4,0,1,0,0,0,0,0
42602,42602,1,1,1,1,2,5,6,1,2,0,0,0,0,0
42602,42602,5,0,0,0,3,5,10,1,1,0,0,0,0,0
42602,42602,7,1,1,0,4,13,5,0,0,1,0,0,0,0
42602,42602,1,0,0,1,3,5,5,1,0,0,1,0,0,0
42602,42602,0,0,0,0,0,1,1,0,0,0,0,2,0,0
42602,42602,0,0,0,0,1,0,3,1,2,2,0,0,0,0
42602,42602,5,1,2,0,3,19,0,3,0,0,0,0,0,0
42602,42602,0,1,0,0,1,0,0,2,0,1,2,0,0,0
42602,42602,13,5,3,0,5,3,1,1,0,0,0,1,0,0
42602,42602,1,0,0,0,2,3,2,1,1,0,1,0,1,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,3,1,0,1,14,7,6,2,0,0,0,0,0,0
42602,42602,2,1,0,0,9,6,6,1,1,0,0,0,0,0
42602,42602,3,1,1,2,9,10,2,2,2,0,0,0,0,0
42602,42602,9,0,0,0,19,6,8,0,0,0,0,0,0,0
42602,42602,5,1,1,0,29,9,3,1,0,0,0,0,0,0
42602,42602,7,0,0,1,13,10,1,1,1,0,0,0,0,0
42602,42602,4,0,1,0,4,4,3,1,1,1,1,0,0,0
42602,42602,10,0,0,1,15,10,4,0,0,1,0,0,0,0
42602,42602,4,1,0,0,10,5,5,2,1,0,0,0,0,0
42602,42602,3,0,0,1,8,5,4,1,1,1,0,0,0,0
42602,42602,8,1,0,0,23,9,2,1,0,0,0,0,0,0
42602,42602,3,0,1,0,0,0,11,0,1,0,0,0,0,0
42602,42602,3,0,0,1,2,0,3,2,2,0,0,0,0,0
42602,42602,16,1,0,0,2,12,6,1,0,0,0,0,1,0
42602,42602,6,0,0,0,0,3,6,1,2,0,0,0,0,0
42602,42602,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42602,42602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,42602,0,0,0,0,3,2,0,0,0,0,1,1,0,0
42602,42602,5,1,2,0,4,16,3,2,0,1,0,0,0,0
42602,42602,1,1,0,0,2,7,2,2,0,0,1,0,0,0
42602,42602,1,0,0,0,1,1,2,0,2,2,1,0,0,0
42602,42602,10,0,0,0,4,17,3,1,1,0,0,0,0,0
42602,42602,8,0,0,1,4,19,0,2,1,0,0,0,0,0
42602,42602,7,1,0,1,29,5,3,0,1,0,0,0,0,0
42602,42602,19,1,2,1,19,13,2,0,0,0,0,0,0,0
42602,42602,4,0,0,0,7,8,8,0,0,1,0,0,0,0
42602,42602,7,0,0,1,16,6,3,1,0,1,0,0,0,0
42602,42602,3,0,2,0,16,4,5,1,1,0,0,0,0,0
42602,42602,3,0,0,1,18,7,4,2,0,0,0,0,0,0
42602,42602,16,0,1,1,19,10,4,0,1,0,0,0,0,0
42602,42602,2,0,1,0,9,7,4,4,0,0,0,0,0,0
42602,42602,0,0,0,1,2,2,6,1,1,1,0,0,0,0
42602,42602,4,1,0,0,6,5,3,3,1,0,0,0,0,0
42602,42602,3,0,1,0,0,8,0,3,0,1,1,0,0,0
42602,42602,0,0,0,1,0,3,4,2,0,1,0,0,0,0
42602,42602,8,0,2,1,4,12,4,1,1,0,0,1,0,0
42602,42602,2,0,0,1,0,2,4,2,1,0,1,0,0,0
42602,42602,6,0,0,0,0,18,1,0,0,0,1,0,0,0
42602,42602,6,0,0,0,1,9,7,0,2,0,0,0,0,0
42602,42602,4,0,1,1,4,3,11,1,0,0,0,0,0,0
42602,42602,0,0,0,0,1,1,2,1,2,0,0,0,1,0
42602,42602,0,3,0,1,0,0,3,7,0,0,0,0,0,0
42602,42602,6,0,0,0,3,0,6,5,0,0,0,0,0,0
42602,42602,2,3,0,0,0,0,2,7,1,0,0,0,0,0
42602,42602,0,1,0,0,1,0,1,2,3,1,0,0,0,0
42602,42602,0,0,1,1,0,4,0,1,1,0,1,1,0,0
42602,42602,0,0,0,0,0,0,3,0,1,0,1,1,0,0
42602,42602,0,0,0,0,3,4,1,1,0,1,0,1,0,0
42602,42602,2,3,0,0,6,11,5,1,2,0,0,0,0,0
42602,42602,10,0,0,0,11,16,5,0,0,0,0,0,0,0
42602,42602,0,1,1,1,2,4,6,1,2,0,0,0,0,0
42602,42602,2,0,0,0,2,2,1,1,0,2,1,0,0,0
42602,42602,14,1,0,0,4,16,3,0,0,0,1,0,0,0
42602,42602,0,0,0,0,1,0,7,2,0,0,0,0,0,0
42602,42602,0,0,0,0,1,0,3,0,3,1,0,0,0,0
42602,42602,5,0,0,0,1,3,6,0,0,0,0,0,0,0
42602,42602,0,0,0,0,0,1,0,1,1,0,1,0,0,1
42602,42602,2,0,0,0,0,1,3,1,2,0,1,0,0,0
42602,42602,1,1,1,0,0,0,2,3,3,1,0,0,0,0
42602,42602,1,0,0,0,0,0,1,8,1,0,0,0,0,0
42602,42602,4,0,0,0,0,1,2,8,0,0,0,0,0,0
42602,42602,0,1,0,0,0,0,0,5,0,0,0,0,0,0
42602,42602,0,0,0,0,0,0,1,3,1,1,0,1,0,0
42602,42602,4,0,0,0,1,6,1,2,2,0,0,0,0,0
42602,42602,1,0,0,1,4,1,2,2,2,1,0,0,0,0
42602,42602,0,0,0,0,0,1,3,1,3,1,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,1,0,0,0,0,0,5,2,1,0,0,0,0,1
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42603,42603,2,0,0,0,1,1,3,2,1,0,0,1,0,0
42603,42603,3,3,1,3,7,4,1,0,0,0,0,0,0,0
42603,42603,9,0,0,0,0,0,6,1,0,0,0,0,1,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,4,0,0,0,1,3,9,0,0,0,0,1,0,0
42603,42603,5,0,0,0,1,12,1,0,0,0,1,0,0,0
42603,42603,1,1,0,0,0,0,1,1,1,0,1,0,1,0
42603,42603,1,0,0,0,1,1,0,1,0,0,1,0,1,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,2,0,0,0,0,0,0,0,1,0,1,0,0,0
42603,42603,1,0,0,0,2,3,1,1,0,1,1,0,0,0
42603,42603,2,0,0,0,1,2,2,1,3,0,1,0,0,0
42603,42603,4,0,0,0,5,9,0,1,0,1,1,0,0,0
42603,42603,9,0,0,0,1,1,3,2,0,0,0,0,1,0
42603,42603,0,0,0,0,0,2,0,0,0,0,0,0,1,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,3,0,0,0,1,2,1,2,0,0,1,0,0,0
42603,42603,1,0,0,0,0,1,2,3,1,0,0,0,0,0
42603,42603,0,0,0,0,0,0,1,1,1,0,1,0,0,1
42603,42603,3,0,0,0,0,7,3,2,1,0,1,0,0,0
42603,42603,56,10,4,1,7,3,2,0,0,2,0,0,0,0
42603,42603,12,3,3,0,2,5,1,1,1,1,0,0,0,0
42603,42603,0,0,0,0,0,0,2,0,2,1,0,1,0,0
42603,42603,0,0,2,1,1,1,2,0,3,1,0,0,0,0
42603,42603,1,1,0,0,3,4,2,0,3,0,0,1,0,0
42603,42603,2,0,0,1,1,5,4,2,1,0,1,0,0,0
42603,42603,0,0,0,0,0,0,1,2,2,1,1,0,0,0
42603,42603,0,0,0,0,2,2,3,2,1,1,1,0,0,0
42603,42603,0,0,0,0,0,1,2,1,1,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,1,2,0,0
42603,42603,1,0,0,0,0,5,1,0,0,0,1,0,1,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,1,0,0,0,1,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,2,0,0,0
42603,42603,2,1,0,0,0,2,7,0,0,0,0,1,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,6,0,0,0,2,7,1,1,1,1,0,0,0,0
42603,42603,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42603,42603,18,1,0,0,2,17,1,1,1,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42603,42603,2,0,0,0,0,5,7,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42603,42603,0,0,1,0,0,1,1,1,2,0,1,0,0,0
42603,42603,22,0,0,0,0,10,11,0,0,0,0,0,0,0
42603,42603,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42603,42603,0,0,0,0,0,1,0,0,2,3,0,0,0,0
42604,42604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42604,42604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42604,42604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42604,42604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
